game_id,set_num,serving_player,player_1_points,player_2_points,player_1_games,player_2_games,player_1_sets,player_2_sets,match_winning_player
63,2,2,AD,40,3,2,1,0,1
63,2,1,0,0,4,2,1,0,1
63,2,1,15,0,4,2,1,0,1
63,2,1,30,0,4,2,1,0,1
63,2,1,40,0,4,2,1,0,1
63,2,2,0,0,5,2,1,0,1
63,2,2,0,15,5,2,1,0,1
63,2,2,0,30,5,2,1,0,1
63,2,2,15,30,5,2,1,0,1
63,2,2,30,30,5,2,1,0,1
63,2,2,40,30,5,2,1,0,1
63,2,2,40,40,5,2,1,0,1
63,2,2,AD,40,5,2,1,0,1
64,1,1,0,0,0,0,0,0,1
64,1,1,15,0,0,0,0,0,1
64,1,1,30,0,0,0,0,0,1
64,1,1,30,15,0,0,0,0,1
64,1,1,30,30,0,0,0,0,1
64,1,1,40,30,0,0,0,0,1
64,1,1,40,40,0,0,0,0,1
64,1,1,AD,40,0,0,0,0,1
64,1,2,0,0,1,0,0,0,1
64,1,2,0,15,1,0,0,0,1
64,1,2,0,30,1,0,0,0,1
64,1,2,0,40,1,0,0,0,1
64,1,2,15,40,1,0,0,0,1
64,1,2,30,40,1,0,0,0,1
64,1,2,40,40,1,0,0,0,1
64,1,2,AD,40,1,0,0,0,1
64,1,1,0,0,2,0,0,0,1
64,1,1,15,0,2,0,0,0,1
64,1,1,15,15,2,0,0,0,1
64,1,1,15,30,2,0,0,0,1
64,1,1,15,40,2,0,0,0,1
64,1,1,30,40,2,0,0,0,1
64,1,2,0,0,2,1,0,0,1
64,1,2,0,15,2,1,0,0,1
64,1,2,15,15,2,1,0,0,1
64,1,2,30,15,2,1,0,0,1
64,1,2,30,30,2,1,0,0,1
64,1,2,40,30,2,1,0,0,1
64,1,1,0,0,3,1,0,0,1
64,1,1,15,0,3,1,0,0,1
64,1,1,30,0,3,1,0,0,1
64,1,1,30,15,3,1,0,0,1
64,1,1,40,15,3,1,0,0,1
64,1,2,0,0,4,1,0,0,1
64,1,2,0,15,4,1,0,0,1
64,1,2,0,30,4,1,0,0,1
64,1,2,15,30,4,1,0,0,1
64,1,2,30,30,4,1,0,0,1
64,1,2,40,30,4,1,0,0,1
64,1,2,40,40,4,1,0,0,1
64,1,2,AD,40,4,1,0,0,1
64,1,1,0,0,5,1,0,0,1
64,1,1,15,0,5,1,0,0,1
64,1,1,15,15,5,1,0,0,1
64,1,1,15,30,5,1,0,0,1
64,1,1,30,30,5,1,0,0,1
64,1,1,30,40,5,1,0,0,1
64,1,1,40,40,5,1,0,0,1
64,1,1,AD,40,5,1,0,0,1
64,1,1,40,40,5,1,0,0,1
64,1,1,AD,40,5,1,0,0,1
64,2,2,0,0,0,0,1,0,1
64,2,2,0,15,0,0,1,0,1
64,2,2,15,15,0,0,1,0,1
64,2,2,30,15,0,0,1,0,1
64,2,2,40,15,0,0,1,0,1
64,2,2,40,30,0,0,1,0,1
64,2,2,40,40,0,0,1,0,1
64,2,2,40,AD,0,0,1,0,1
64,2,1,0,0,0,1,1,0,1
64,2,1,15,0,0,1,1,0,1
64,2,1,15,15,0,1,1,0,1
64,2,1,30,15,0,1,1,0,1
64,2,1,40,15,0,1,1,0,1
64,2,2,0,0,1,1,1,0,1
64,2,2,15,0,1,1,1,0,1
64,2,2,30,0,1,1,1,0,1
64,2,2,30,15,1,1,1,0,1
64,2,2,40,15,1,1,1,0,1
64,2,1,0,0,2,1,1,0,1
64,2,1,0,15,2,1,1,0,1
64,2,1,15,15,2,1,1,0,1
64,2,1,30,15,2,1,1,0,1
64,2,1,40,15,2,1,1,0,1
64,2,2,0,0,3,1,1,0,1
64,2,2,15,0,3,1,1,0,1
64,2,2,15,15,3,1,1,0,1
64,2,2,30,15,3,1,1,0,1
64,2,2,40,15,3,1,1,0,1
64,2,1,0,0,4,1,1,0,1
64,2,1,0,15,4,1,1,0,1
64,2,1,15,15,4,1,1,0,1
64,2,1,30,15,4,1,1,0,1
64,2,1,40,15,4,1,1,0,1
64,2,2,0,0,5,1,1,0,1
64,2,2,0,15,5,1,1,0,1
64,2,2,0,30,5,1,1,0,1
64,2,2,15,30,5,1,1,0,1
64,2,2,30,30,5,1,1,0,1
64,2,2,30,40,5,1,1,0,1
64,2,1,0,0,5,2,1,0,1
64,2,1,15,0,5,2,1,0,1
64,2,1,15,15,5,2,1,0,1
64,2,1,30,15,5,2,1,0,1
64,2,1,40,15,5,2,1,0,1
64,2,1,40,30,5,2,1,0,1
65,1,1,0,0,0,0,0,0,1
65,1,1,0,15,0,0,0,0,1
65,1,1,0,30,0,0,0,0,1
65,1,1,15,30,0,0,0,0,1
65,1,1,15,40,0,0,0,0,1
65,1,1,30,40,0,0,0,0,1
65,1,2,0,0,0,1,0,0,1
65,1,2,0,15,0,1,0,0,1
65,1,2,15,15,0,1,0,0,1
65,1,2,30,15,0,1,0,0,1
65,1,2,40,15,0,1,0,0,1
65,1,1,0,0,1,1,0,0,1
65,1,1,15,0,1,1,0,0,1
65,1,1,15,15,1,1,0,0,1
65,1,1,30,15,1,1,0,0,1
65,1,1,40,15,1,1,0,0,1
65,1,1,40,30,1,1,0,0,1
65,1,1,40,40,1,1,0,0,1
65,1,1,AD,40,1,1,0,0,1
65,1,2,0,0,2,1,0,0,1
65,1,2,15,0,2,1,0,0,1
65,1,2,15,15,2,1,0,0,1
65,1,2,30,15,2,1,0,0,1
65,1,2,40,15,2,1,0,0,1
65,1,2,40,30,2,1,0,0,1
65,1,2,40,40,2,1,0,0,1
65,1,2,AD,40,2,1,0,0,1
65,1,1,0,0,3,1,0,0,1
65,1,1,15,0,3,1,0,0,1
65,1,1,30,0,3,1,0,0,1
65,1,1,40,0,3,1,0,0,1
65,1,1,40,15,3,1,0,0,1
65,1,2,0,0,4,1,0,0,1
65,1,2,0,15,4,1,0,0,1
65,1,2,15,15,4,1,0,0,1
65,1,2,30,15,4,1,0,0,1
65,1,2,30,30,4,1,0,0,1
65,1,2,40,30,4,1,0,0,1
65,1,1,0,0,5,1,0,0,1
65,1,1,0,15,5,1,0,0,1
65,1,1,15,15,5,1,0,0,1
65,1,1,15,30,5,1,0,0,1
65,1,1,30,30,5,1,0,0,1
65,1,1,30,40,5,1,0,0,1
65,1,1,40,40,5,1,0,0,1
65,1,1,40,AD,5,1,0,0,1
65,1,2,0,0,5,2,0,0,1
65,1,2,0,15,5,2,0,0,1
65,1,2,0,30,5,2,0,0,1
65,1,2,0,40,5,2,0,0,1
65,1,2,15,40,5,2,0,0,1
65,1,1,0,0,5,3,0,0,1
65,1,1,0,15,5,3,0,0,1
65,1,1,15,15,5,3,0,0,1
65,1,1,30,15,5,3,0,0,1
65,1,1,40,15,5,3,0,0,1
65,2,2,0,0,0,0,1,0,1
65,2,2,15,0,0,0,1,0,1
65,2,2,30,0,0,0,1,0,1
65,2,2,40,0,0,0,1,0,1
65,2,2,40,15,0,0,1,0,1
65,2,1,0,0,1,0,1,0,1
65,2,1,15,0,1,0,1,0,1
65,2,1,15,15,1,0,1,0,1
65,2,1,30,15,1,0,1,0,1
65,2,1,40,15,1,0,1,0,1
65,2,2,0,0,2,0,1,0,1
65,2,2,15,0,2,0,1,0,1
65,2,2,15,15,2,0,1,0,1
65,2,2,15,30,2,0,1,0,1
65,2,2,15,40,2,0,1,0,1
65,2,1,0,0,2,1,1,0,1
65,2,1,15,0,2,1,1,0,1
65,2,1,15,15,2,1,1,0,1
65,2,1,30,15,2,1,1,0,1
65,2,1,40,15,2,1,1,0,1
65,2,1,40,30,2,1,1,0,1
65,2,2,0,0,3,1,1,0,1
65,2,2,15,0,3,1,1,0,1
65,2,2,15,15,3,1,1,0,1
65,2,2,15,30,3,1,1,0,1
65,2,2,15,40,3,1,1,0,1
65,2,1,0,0,3,2,1,0,1
65,2,1,15,0,3,2,1,0,1
65,2,1,15,15,3,2,1,0,1
65,2,1,30,15,3,2,1,0,1
65,2,1,40,15,3,2,1,0,1
65,2,2,0,0,4,2,1,0,1
65,2,2,0,15,4,2,1,0,1
65,2,2,15,15,4,2,1,0,1
65,2,2,15,30,4,2,1,0,1
65,2,2,15,40,4,2,1,0,1
65,2,2,30,40,4,2,1,0,1
65,2,1,0,0,4,3,1,0,1
65,2,1,15,0,4,3,1,0,1
65,2,1,30,0,4,3,1,0,1
65,2,1,30,15,4,3,1,0,1
65,2,1,30,30,4,3,1,0,1
65,2,1,30,40,4,3,1,0,1
65,2,1,40,40,4,3,1,0,1
65,2,1,40,AD,4,3,1,0,1
65,2,1,40,40,4,3,1,0,1
65,2,1,AD,40,4,3,1,0,1
65,2,2,0,0,5,3,1,0,1
65,2,2,0,15,5,3,1,0,1
65,2,2,15,15,5,3,1,0,1
65,2,2,15,30,5,3,1,0,1
65,2,2,30,30,5,3,1,0,1
65,2,2,30,40,5,3,1,0,1
65,2,1,0,0,5,4,1,0,1
65,2,1,0,15,5,4,1,0,1
65,2,1,0,30,5,4,1,0,1
65,2,1,15,30,5,4,1,0,1
65,2,1,15,40,5,4,1,0,1
65,2,2,0,0,5,5,1,0,1
65,2,2,15,0,5,5,1,0,1
65,2,2,15,15,5,5,1,0,1
65,2,2,30,15,5,5,1,0,1
65,2,2,40,15,5,5,1,0,1
65,2,2,40,30,5,5,1,0,1
65,2,1,0,0,6,5,1,0,1
65,2,1,0,15,6,5,1,0,1
65,2,1,15,15,6,5,1,0,1
65,2,1,30,15,6,5,1,0,1
65,2,1,40,15,6,5,1,0,1
66,1,1,0,0,0,0,0,0,2
66,1,1,0,15,0,0,0,0,2
66,1,1,15,15,0,0,0,0,2
66,1,1,30,15,0,0,0,0,2
66,1,1,40,15,0,0,0,0,2
66,1,2,0,0,1,0,0,0,2
66,1,2,0,15,1,0,0,0,2
66,1,2,0,30,1,0,0,0,2
66,1,2,0,40,1,0,0,0,2
66,1,1,0,0,1,1,0,0,2
66,1,1,0,15,1,1,0,0,2
66,1,1,15,15,1,1,0,0,2
66,1,1,30,15,1,1,0,0,2
66,1,1,40,15,1,1,0,0,2
66,1,2,0,0,2,1,0,0,2
66,1,2,0,15,2,1,0,0,2
66,1,2,0,30,2,1,0,0,2
66,1,2,0,40,2,1,0,0,2
66,1,1,0,0,2,2,0,0,2
66,1,1,0,15,2,2,0,0,2
66,1,1,0,30,2,2,0,0,2
66,1,1,15,30,2,2,0,0,2
66,1,1,15,40,2,2,0,0,2
66,1,2,0,0,2,3,0,0,2
66,1,2,0,15,2,3,0,0,2
66,1,2,15,15,2,3,0,0,2
66,1,2,30,15,2,3,0,0,2
66,1,2,30,30,2,3,0,0,2
66,1,2,30,40,2,3,0,0,2
66,1,1,0,0,2,4,0,0,2
66,1,1,0,15,2,4,0,0,2
66,1,1,15,15,2,4,0,0,2
66,1,1,30,15,2,4,0,0,2
66,1,1,30,30,2,4,0,0,2
66,1,1,40,30,2,4,0,0,2
66,1,2,0,0,3,4,0,0,2
66,1,2,0,15,3,4,0,0,2
66,1,2,0,30,3,4,0,0,2
66,1,2,0,40,3,4,0,0,2
66,1,2,15,40,3,4,0,0,2
66,1,2,30,40,3,4,0,0,2
66,1,1,0,0,3,5,0,0,2
66,1,1,15,0,3,5,0,0,2
66,1,1,15,15,3,5,0,0,2
66,1,1,30,15,3,5,0,0,2
66,1,1,30,30,3,5,0,0,2
66,1,1,30,40,3,5,0,0,2
66,1,1,40,40,3,5,0,0,2
66,1,1,AD,40,3,5,0,0,2
66,1,1,40,40,3,5,0,0,2
66,1,1,40,AD,3,5,0,0,2
66,2,2,0,0,0,0,0,1,2
66,2,2,0,15,0,0,0,1,2
66,2,2,0,30,0,0,0,1,2
66,2,2,15,30,0,0,0,1,2
66,2,2,30,30,0,0,0,1,2
66,2,2,30,40,0,0,0,1,2
66,2,2,40,40,0,0,0,1,2
66,2,2,40,AD,0,0,0,1,2
66,2,1,0,0,0,1,0,1,2
66,2,1,0,15,0,1,0,1,2
66,2,1,0,30,0,1,0,1,2
66,2,1,0,40,0,1,0,1,2
66,2,1,15,40,0,1,0,1,2
66,2,1,30,40,0,1,0,1,2
66,2,2,0,0,0,2,0,1,2
66,2,2,15,0,0,2,0,1,2
66,2,2,15,15,0,2,0,1,2
66,2,2,30,15,0,2,0,1,2
66,2,2,30,30,0,2,0,1,2
66,2,2,30,40,0,2,0,1,2
66,2,1,0,0,0,3,0,1,2
66,2,1,0,15,0,3,0,1,2
66,2,1,0,30,0,3,0,1,2
66,2,1,0,40,0,3,0,1,2
66,2,1,15,40,0,3,0,1,2
66,2,1,30,40,0,3,0,1,2
66,2,2,0,0,0,4,0,1,2
66,2,2,15,0,0,4,0,1,2
66,2,2,30,0,0,4,0,1,2
66,2,2,40,0,0,4,0,1,2
66,2,2,40,15,0,4,0,1,2
66,2,2,40,30,0,4,0,1,2
66,2,2,40,40,0,4,0,1,2
66,2,2,40,AD,0,4,0,1,2
66,2,2,40,40,0,4,0,1,2
66,2,2,40,AD,0,4,0,1,2
66,2,1,0,0,0,5,0,1,2
66,2,1,15,0,0,5,0,1,2
66,2,1,15,15,0,5,0,1,2
66,2,1,30,15,0,5,0,1,2
66,2,1,30,30,0,5,0,1,2
66,2,1,30,40,0,5,0,1,2
66,2,1,40,40,0,5,0,1,2
66,2,1,40,AD,0,5,0,1,2
66,2,1,40,40,0,5,0,1,2
66,2,1,AD,40,0,5,0,1,2
66,2,1,40,40,0,5,0,1,2
66,2,1,40,AD,0,5,0,1,2
67,1,1,0,0,0,0,0,0,1
67,1,1,15,0,0,0,0,0,1
67,1,1,15,15,0,0,0,0,1
67,1,1,30,15,0,0,0,0,1
67,1,1,40,15,0,0,0,0,1
67,1,2,0,0,1,0,0,0,1
67,1,2,15,0,1,0,0,0,1
67,1,2,30,0,1,0,0,0,1
67,1,2,30,15,1,0,0,0,1
67,1,2,30,30,1,0,0,0,1
67,1,2,30,40,1,0,0,0,1
67,1,1,0,0,1,1,0,0,1
67,1,1,15,0,1,1,0,0,1
67,1,1,15,15,1,1,0,0,1
67,1,1,30,15,1,1,0,0,1
67,1,1,30,30,1,1,0,0,1
67,1,1,40,30,1,1,0,0,1
67,1,1,40,40,1,1,0,0,1
67,1,1,AD,40,1,1,0,0,1
67,1,2,0,0,2,1,0,0,1
67,1,2,0,15,2,1,0,0,1
67,1,2,0,30,2,1,0,0,1
67,1,2,15,30,2,1,0,0,1
67,1,2,30,30,2,1,0,0,1
67,1,2,40,30,2,1,0,0,1
67,1,1,0,0,3,1,0,0,1
67,1,1,15,0,3,1,0,0,1
67,1,1,30,0,3,1,0,0,1
67,1,1,30,15,3,1,0,0,1
67,1,1,40,15,3,1,0,0,1
67,1,1,40,30,3,1,0,0,1
67,1,2,0,0,4,1,0,0,1
67,1,2,15,0,4,1,0,0,1
67,1,2,30,0,4,1,0,0,1
67,1,2,30,15,4,1,0,0,1
67,1,2,40,15,4,1,0,0,1
67,1,1,0,0,5,1,0,0,1
67,1,1,15,0,5,1,0,0,1
67,1,1,30,0,5,1,0,0,1
67,1,1,40,0,5,1,0,0,1
67,2,2,0,0,0,0,1,0,1
67,2,2,15,0,0,0,1,0,1
67,2,2,30,0,0,0,1,0,1
67,2,2,30,15,0,0,1,0,1
67,2,2,40,15,0,0,1,0,1
67,2,2,40,30,0,0,1,0,1
67,2,2,40,40,0,0,1,0,1
67,2,2,AD,40,0,0,1,0,1
67,2,2,40,40,0,0,1,0,1
67,2,2,40,AD,0,0,1,0,1
67,2,2,40,40,0,0,1,0,1
67,2,2,40,AD,0,0,1,0,1
67,2,2,40,40,0,0,1,0,1
67,2,2,40,AD,0,0,1,0,1
67,2,1,0,0,0,1,1,0,1
67,2,1,15,0,0,1,1,0,1
67,2,1,15,15,0,1,1,0,1
67,2,1,15,30,0,1,1,0,1
67,2,1,15,40,0,1,1,0,1
67,2,1,30,40,0,1,1,0,1
67,2,2,0,0,0,2,1,0,1
67,2,2,0,15,0,2,1,0,1
67,2,2,0,30,0,2,1,0,1
67,2,2,0,40,0,2,1,0,1
67,2,1,0,0,0,3,1,0,1
67,2,1,0,15,0,3,1,0,1
67,2,1,15,15,0,3,1,0,1
67,2,1,15,30,0,3,1,0,1
67,2,1,15,40,0,3,1,0,1
67,2,1,30,40,0,3,1,0,1
67,2,2,0,0,0,4,1,0,1
67,2,2,0,15,0,4,1,0,1
67,2,2,15,15,0,4,1,0,1
67,2,2,15,30,0,4,1,0,1
67,2,2,15,40,0,4,1,0,1
67,2,1,0,0,0,5,1,0,1
67,2,1,15,0,0,5,1,0,1
67,2,1,15,15,0,5,1,0,1
67,2,1,30,15,0,5,1,0,1
67,2,1,40,15,0,5,1,0,1
67,2,1,40,30,0,5,1,0,1
67,2,1,40,40,0,5,1,0,1
67,2,1,AD,40,0,5,1,0,1
67,2,1,40,40,0,5,1,0,1
67,2,1,40,AD,0,5,1,0,1
67,3,2,0,0,0,0,1,1,1
67,3,2,15,0,0,0,1,1,1
67,3,2,15,15,0,0,1,1,1
67,3,2,15,30,0,0,1,1,1
67,3,2,30,30,0,0,1,1,1
67,3,2,40,30,0,0,1,1,1
67,3,1,0,0,1,0,1,1,1
67,3,1,0,15,1,0,1,1,1
67,3,1,15,15,1,0,1,1,1
67,3,1,15,30,1,0,1,1,1
67,3,1,15,40,1,0,1,1,1
67,3,1,30,40,1,0,1,1,1
67,3,1,40,40,1,0,1,1,1
67,3,1,AD,40,1,0,1,1,1
67,3,2,0,0,2,0,1,1,1
67,3,2,15,0,2,0,1,1,1
67,3,2,30,0,2,0,1,1,1
67,3,2,30,15,2,0,1,1,1
67,3,2,30,30,2,0,1,1,1
67,3,2,30,40,2,0,1,1,1
67,3,2,40,40,2,0,1,1,1
67,3,2,40,AD,2,0,1,1,1
67,3,1,0,0,2,1,1,1,1
67,3,1,0,15,2,1,1,1,1
67,3,1,0,30,2,1,1,1,1
67,3,1,0,40,2,1,1,1,1
67,3,1,15,40,2,1,1,1,1
67,3,1,30,40,2,1,1,1,1
67,3,1,40,40,2,1,1,1,1
67,3,1,40,AD,2,1,1,1,1
67,3,2,0,0,2,2,1,1,1
67,3,2,15,0,2,2,1,1,1
67,3,2,30,0,2,2,1,1,1
67,3,2,30,15,2,2,1,1,1
67,3,2,30,30,2,2,1,1,1
67,3,2,40,30,2,2,1,1,1
67,3,2,40,40,2,2,1,1,1
67,3,2,40,AD,2,2,1,1,1
67,3,2,40,40,2,2,1,1,1
67,3,2,40,AD,2,2,1,1,1
67,3,1,0,0,2,3,1,1,1
67,3,1,0,15,2,3,1,1,1
67,3,1,0,30,2,3,1,1,1
67,3,1,15,30,2,3,1,1,1
67,3,1,15,40,2,3,1,1,1
67,3,1,30,40,2,3,1,1,1
67,3,1,40,40,2,3,1,1,1
67,3,1,AD,40,2,3,1,1,1
67,3,2,0,0,3,3,1,1,1
67,3,2,0,15,3,3,1,1,1
67,3,2,15,15,3,3,1,1,1
67,3,2,30,15,3,3,1,1,1
67,3,2,30,30,3,3,1,1,1
67,3,2,40,30,3,3,1,1,1
67,3,2,40,40,3,3,1,1,1
67,3,2,40,AD,3,3,1,1,1
67,3,2,40,40,3,3,1,1,1
67,3,2,AD,40,3,3,1,1,1
67,3,2,40,40,3,3,1,1,1
67,3,2,AD,40,3,3,1,1,1
67,3,1,0,0,4,3,1,1,1
67,3,1,0,15,4,3,1,1,1
67,3,1,0,30,4,3,1,1,1
67,3,1,15,30,4,3,1,1,1
67,3,1,30,30,4,3,1,1,1
67,3,1,30,40,4,3,1,1,1
67,3,2,0,0,4,4,1,1,1
67,3,2,0,15,4,4,1,1,1
67,3,2,15,15,4,4,1,1,1
67,3,2,15,30,4,4,1,1,1
67,3,2,30,30,4,4,1,1,1
67,3,2,40,30,4,4,1,1,1
67,3,2,40,40,4,4,1,1,1
67,3,2,40,AD,4,4,1,1,1
67,3,1,0,0,4,5,1,1,1
67,3,1,15,0,4,5,1,1,1
67,3,1,15,15,4,5,1,1,1
67,3,1,30,15,4,5,1,1,1
67,3,1,30,30,4,5,1,1,1
67,3,1,40,30,4,5,1,1,1
67,3,2,0,0,5,5,1,1,1
67,3,2,15,0,5,5,1,1,1
67,3,2,30,0,5,5,1,1,1
67,3,2,40,0,5,5,1,1,1
67,3,1,0,0,6,5,1,1,1
67,3,1,15,0,6,5,1,1,1
67,3,1,15,15,6,5,1,1,1
67,3,1,30,15,6,5,1,1,1
67,3,1,40,15,6,5,1,1,1
68,1,1,0,0,0,0,0,0,1
68,1,1,15,0,0,0,0,0,1
68,1,1,30,0,0,0,0,0,1
68,1,1,40,0,0,0,0,0,1
68,1,2,0,0,1,0,0,0,1
68,1,2,0,15,1,0,0,0,1
68,1,2,15,15,1,0,0,0,1
68,1,2,30,15,1,0,0,0,1
68,1,2,40,15,1,0,0,0,1
68,1,2,40,30,1,0,0,0,1
68,1,1,0,0,2,0,0,0,1
68,1,1,15,0,2,0,0,0,1
68,1,1,30,0,2,0,0,0,1
68,1,1,40,0,2,0,0,0,1
68,1,2,0,0,3,0,0,0,1
68,1,2,15,0,3,0,0,0,1
68,1,2,30,0,3,0,0,0,1
68,1,2,30,15,3,0,0,0,1
68,1,2,40,15,3,0,0,0,1
68,1,1,0,0,4,0,0,0,1
68,1,1,15,0,4,0,0,0,1
68,1,1,30,0,4,0,0,0,1
68,1,1,40,0,4,0,0,0,1
68,1,1,40,15,4,0,0,0,1
68,1,2,0,0,5,0,0,0,1
68,1,2,0,15,5,0,0,0,1
68,1,2,15,15,5,0,0,0,1
68,1,2,15,30,5,0,0,0,1
68,1,2,30,30,5,0,0,0,1
68,1,2,30,40,5,0,0,0,1
68,1,2,40,40,5,0,0,0,1
68,1,2,AD,40,5,0,0,0,1
68,1,2,40,40,5,0,0,0,1
68,1,2,40,AD,5,0,0,0,1
68,1,1,0,0,5,1,0,0,1
68,1,1,15,0,5,1,0,0,1
68,1,1,30,0,5,1,0,0,1
68,1,1,40,0,5,1,0,0,1
68,1,1,40,15,5,1,0,0,1
68,1,1,40,30,5,1,0,0,1
68,2,2,0,0,0,0,1,0,1
68,2,2,15,0,0,0,1,0,1
68,2,2,30,0,0,0,1,0,1
68,2,2,30,15,0,0,1,0,1
68,2,2,30,30,0,0,1,0,1
68,2,2,30,40,0,0,1,0,1
68,2,1,0,0,0,1,1,0,1
68,2,1,15,0,0,1,1,0,1
68,2,1,30,0,0,1,1,0,1
68,2,1,40,0,0,1,1,0,1
68,2,2,0,0,1,1,1,0,1
68,2,2,15,0,1,1,1,0,1
68,2,2,15,15,1,1,1,0,1
68,2,2,30,15,1,1,1,0,1
68,2,2,30,30,1,1,1,0,1
68,2,2,30,40,1,1,1,0,1
68,2,2,40,40,1,1,1,0,1
68,2,2,40,AD,1,1,1,0,1
68,2,2,40,40,1,1,1,0,1
68,2,2,AD,40,1,1,1,0,1
68,2,1,0,0,2,1,1,0,1
68,2,1,15,0,2,1,1,0,1
68,2,1,30,0,2,1,1,0,1
68,2,1,30,15,2,1,1,0,1
68,2,1,30,30,2,1,1,0,1
68,2,1,40,30,2,1,1,0,1
68,2,1,40,40,2,1,1,0,1
68,2,1,AD,40,2,1,1,0,1
68,2,1,40,40,2,1,1,0,1
68,2,1,AD,40,2,1,1,0,1
68,2,1,40,40,2,1,1,0,1
68,2,1,AD,40,2,1,1,0,1
68,2,2,0,0,3,1,1,0,1
68,2,2,15,0,3,1,1,0,1
68,2,2,15,15,3,1,1,0,1
68,2,2,15,30,3,1,1,0,1
68,2,2,30,30,3,1,1,0,1
68,2,2,40,30,3,1,1,0,1
68,2,2,40,40,3,1,1,0,1
68,2,2,AD,40,3,1,1,0,1
68,2,1,0,0,4,1,1,0,1
68,2,1,0,15,4,1,1,0,1
68,2,1,15,15,4,1,1,0,1
68,2,1,30,15,4,1,1,0,1
68,2,1,40,15,4,1,1,0,1
68,2,1,40,30,4,1,1,0,1
68,2,2,0,0,5,1,1,0,1
68,2,2,15,0,5,1,1,0,1
68,2,2,15,15,5,1,1,0,1
68,2,2,15,30,5,1,1,0,1
68,2,2,15,40,5,1,1,0,1
68,2,2,30,40,5,1,1,0,1
68,2,1,0,0,5,2,1,0,1
68,2,1,15,0,5,2,1,0,1
68,2,1,15,15,5,2,1,0,1
68,2,1,30,15,5,2,1,0,1
68,2,1,30,30,5,2,1,0,1
68,2,1,40,30,5,2,1,0,1
69,1,1,0,0,0,0,0,0,1
69,1,1,15,0,0,0,0,0,1
69,1,1,30,0,0,0,0,0,1
69,1,1,40,0,0,0,0,0,1
69,1,2,0,0,1,0,0,0,1
69,1,2,0,15,1,0,0,0,1
69,1,2,0,30,1,0,0,0,1
69,1,2,0,40,1,0,0,0,1
69,1,1,0,0,1,1,0,0,1
69,1,1,0,15,1,1,0,0,1
69,1,1,15,15,1,1,0,0,1
69,1,1,15,30,1,1,0,0,1
69,1,1,15,40,1,1,0,0,1
69,1,1,30,40,1,1,0,0,1
69,1,1,40,40,1,1,0,0,1
69,1,1,40,AD,1,1,0,0,1
69,1,1,40,40,1,1,0,0,1
69,1,1,AD,40,1,1,0,0,1
69,1,1,40,40,1,1,0,0,1
69,1,1,AD,40,1,1,0,0,1
69,1,2,0,0,2,1,0,0,1
69,1,2,15,0,2,1,0,0,1
69,1,2,15,15,2,1,0,0,1
69,1,2,30,15,2,1,0,0,1
69,1,2,40,15,2,1,0,0,1
69,1,1,0,0,3,1,0,0,1
69,1,1,15,0,3,1,0,0,1
69,1,1,30,0,3,1,0,0,1
69,1,1,40,0,3,1,0,0,1
69,1,1,40,15,3,1,0,0,1
69,1,2,0,0,4,1,0,0,1
69,1,2,0,15,4,1,0,0,1
69,1,2,0,30,4,1,0,0,1
69,1,2,0,40,4,1,0,0,1
69,1,2,15,40,4,1,0,0,1
69,1,2,30,40,4,1,0,0,1
69,1,1,0,0,4,2,0,0,1
69,1,1,15,0,4,2,0,0,1
69,1,1,30,0,4,2,0,0,1
69,1,1,30,15,4,2,0,0,1
69,1,1,40,15,4,2,0,0,1
69,1,2,0,0,5,2,0,0,1
69,1,2,15,0,5,2,0,0,1
69,1,2,30,0,5,2,0,0,1
69,1,2,30,15,5,2,0,0,1
69,1,2,30,30,5,2,0,0,1
69,1,2,30,40,5,2,0,0,1
69,1,2,40,40,5,2,0,0,1
69,1,2,40,AD,5,2,0,0,1
69,1,1,0,0,5,3,0,0,1
69,1,1,0,15,5,3,0,0,1
69,1,1,15,15,5,3,0,0,1
69,1,1,30,15,5,3,0,0,1
69,1,1,30,30,5,3,0,0,1
69,1,1,40,30,5,3,0,0,1
69,2,2,0,0,0,0,1,0,1
69,2,2,0,15,0,0,1,0,1
69,2,2,15,15,0,0,1,0,1
69,2,2,15,30,0,0,1,0,1
69,2,2,30,30,0,0,1,0,1
69,2,2,40,30,0,0,1,0,1
69,2,2,40,40,0,0,1,0,1
69,2,2,40,AD,0,0,1,0,1
69,2,2,40,40,0,0,1,0,1
69,2,2,AD,40,0,0,1,0,1
69,2,2,40,40,0,0,1,0,1
69,2,2,AD,40,0,0,1,0,1
69,2,1,0,0,1,0,1,0,1
69,2,1,15,0,1,0,1,0,1
69,2,1,30,0,1,0,1,0,1
69,2,1,30,15,1,0,1,0,1
69,2,1,40,15,1,0,1,0,1
69,2,2,0,0,2,0,1,0,1
69,2,2,0,15,2,0,1,0,1
69,2,2,0,30,2,0,1,0,1
69,2,2,15,30,2,0,1,0,1
69,2,2,15,40,2,0,1,0,1
69,2,1,0,0,2,1,1,0,1
69,2,1,15,0,2,1,1,0,1
69,2,1,30,0,2,1,1,0,1
69,2,1,30,15,2,1,1,0,1
69,2,1,40,15,2,1,1,0,1
69,2,2,0,0,3,1,1,0,1
69,2,2,0,15,3,1,1,0,1
69,2,2,15,15,3,1,1,0,1
69,2,2,30,15,3,1,1,0,1
69,2,2,40,15,3,1,1,0,1
69,2,2,40,30,3,1,1,0,1
69,2,2,40,40,3,1,1,0,1
